iter	Logloss
655	0.0189295318
656	0.01889977557
657	0.01887265462
658	0.01883976201
659	0.01877508431
660	0.01873565586
661	0.01869695509
662	0.01866079706
663	0.01863162634
664	0.01859994058
665	0.01854254205
666	0.01849899291
667	0.01844836354
668	0.01841496646
669	0.01837607783
670	0.01833763381
671	0.01829418497
672	0.01826290911
673	0.0182186315
674	0.0181818891
675	0.01813374703
676	0.01810098116
677	0.01806995156
678	0.01802571576
679	0.01799250357
680	0.01795547496
681	0.01792469468
682	0.01786983811
683	0.01783799198
684	0.01781305694
685	0.01777180216
686	0.01774375779
687	0.01771534168
688	0.01768207272
689	0.01763129867
690	0.01757894114
691	0.01755690011
692	0.01751789019
693	0.01747103578
694	0.01742703185
695	0.01739708513
696	0.0173634094
697	0.0173243137
698	0.01728366388
699	0.01724072723
700	0.0171877102
701	0.0171487544
702	0.01711177832
703	0.01708227295
704	0.01704483086
705	0.01702298973
706	0.01699396337
707	0.0169571313
708	0.01691826654
709	0.0168821705
710	0.01684970392
711	0.01681641616
712	0.01679002817
713	0.0167610178
714	0.01672835265
715	0.01670743458
716	0.0166682845
717	0.0166418712
718	0.01661523221
719	0.01657753915
720	0.0165436915
721	0.01651730652
722	0.016483562
723	0.01645351408
724	0.01642935103
725	0.01639840354
726	0.01637669252
727	0.01634868767
728	0.01630143506
729	0.01627040634
730	0.01623304446
731	0.01620346939
732	0.01615601816
733	0.01611750639
734	0.01609034302
735	0.01605336999
736	0.01602432171
737	0.01600274714
738	0.01597308502
739	0.01593564233
740	0.0159025392
741	0.01587417986
742	0.01584315977
743	0.01581404667
744	0.01578305427
745	0.01576032593
746	0.01571855973
747	0.01568512651
748	0.01564154847
749	0.01561404861
750	0.01558486128
751	0.01555898456
752	0.01552474214
753	0.01550348754
754	0.01547675053
755	0.01544673623
756	0.01541986217
757	0.01538724685
758	0.01536939599
759	0.01534854128
760	0.01532680957
761	0.01530302536
762	0.01527043524
763	0.01524187168
764	0.01522172135
765	0.01519543995
766	0.0151627447
767	0.01513088681
768	0.01510026434
769	0.01507075948
770	0.01505211607
771	0.01502566764
772	0.01500131453
773	0.01495501044
774	0.01492488705
775	0.01489495007
776	0.01487028929
777	0.01483928449
778	0.01480879537
779	0.01478081167
780	0.01475296359
781	0.01472670078
782	0.01470484845
783	0.01468349204
784	0.01467008858
785	0.01465442943
786	0.01462602909
787	0.01458481459
788	0.0145548302
789	0.01453606618
790	0.01450963006
791	0.01448477494
792	0.01446907258
793	0.014444886
794	0.01442281006
795	0.0144064992
796	0.01437428453
797	0.01434157984
798	0.01431607875
799	0.01428592819
800	0.01425868108
801	0.01422692593
802	0.01419440415
803	0.01417263155
804	0.01415332105
805	0.01412625513
806	0.01410008209
807	0.01407254312
808	0.01404363349
809	0.01401287405
810	0.01398112351
811	0.01395098955
812	0.01392943598
813	0.01389903734
814	0.01388172177
815	0.01385899166
816	0.013835987
817	0.01381217634
818	0.013778319
819	0.01375369623
820	0.01372422756
821	0.01370178596
822	0.01368333215
823	0.0136578818
824	0.01364175961
825	0.01362584537
826	0.01360107928
827	0.01357650041
828	0.0135566583
829	0.01353092182
830	0.01350385655
831	0.01348241965
832	0.01344373866
833	0.01341307536
834	0.01338946853
835	0.01335008898
836	0.01331798014
837	0.01329257532
838	0.01326709618
839	0.01324727847
840	0.01321219703
841	0.01318672046
842	0.01316398718
843	0.01314089259
844	0.01312093195
845	0.01309874837
846	0.01306767117
847	0.0130397459
848	0.01302420486
849	0.01299725994
850	0.01297287444
851	0.01293846089
852	0.01291764929
853	0.01289164354
854	0.01287319506
855	0.01285649394
856	0.0128148635
857	0.01280262521
858	0.01277669716
859	0.01275453434
860	0.01272731396
861	0.01270898302
862	0.01268437375
863	0.01266375369
864	0.0126494901
865	0.01262603004
866	0.01261146393
867	0.01258306623
868	0.0125650715
869	0.01254524714
870	0.01252368025
871	0.01250717907
872	0.0124917905
873	0.01247100405
874	0.01244913768
875	0.01242227324
876	0.01239514911
877	0.01237501452
878	0.01235446497
879	0.0123378788
880	0.01231525815
881	0.01230150473
882	0.01227243167
883	0.01225221381
884	0.01223148811
885	0.01221598756
886	0.01219464556
887	0.01217581069
888	0.01215670771
889	0.01212874417
890	0.01210469309
891	0.01208253073
892	0.01206724658
893	0.01203997169
894	0.01201708096
895	0.01200251825
896	0.01198679519
897	0.0119650882
898	0.01194710898
899	0.01192942424
900	0.01191267135
901	0.01189206616
902	0.01187132793
903	0.01185423011
904	0.0118294628
905	0.01180415723
906	0.01178161381
907	0.01176058892
908	0.01174002057
909	0.01171754548
910	0.01169636206
911	0.01167655382
912	0.01165774544
913	0.01162427203
914	0.01160802965
915	0.01158611931
916	0.01156953143
917	0.01154748137
918	0.01153039305
919	0.01150593148
920	0.0114887729
921	0.01147282629
922	0.01145132416
923	0.0114250234
924	0.01141046736
925	0.01139842181
926	0.01137888298
927	0.01136241303
928	0.01134400781
929	0.01131018554
930	0.01127076873
931	0.01125021703
932	0.01123024875
933	0.01120611162
934	0.01118700792
935	0.01116824586
936	0.01115075637
937	0.01113733697
938	0.01112259817
939	0.01109681739
940	0.01107342906
941	0.01105404254
942	0.01103311627
943	0.01101288019
944	0.01099160422
945	0.01098152499
946	0.01095586304
947	0.01093731024
948	0.01092013024
949	0.01089080007
950	0.01086680654
951	0.01084964199
952	0.01082652118
953	0.01080656137
954	0.01078967109
955	0.01077369716
956	0.01075619945
957	0.01073936999
958	0.01071808963
959	0.01070854905
960	0.0106952544
961	0.01067551747
962	0.01065711705
963	0.0106276004
964	0.01061737418
965	0.01059961874
966	0.01057763067
967	0.01056217816
968	0.01054503233
969	0.01052610112
970	0.01050872155
971	0.01048706712
972	0.010468306
973	0.01044087839
974	0.01041559054
975	0.01039600872
976	0.01037740048
977	0.01035699474
978	0.01033320501
979	0.01031298321
980	0.01029961504
981	0.01028440575
982	0.0102658491
983	0.0102429009
984	0.01022769091
985	0.01021393687
986	0.01020351764
987	0.01019078961
988	0.01017162288
989	0.01015470116
990	0.01013463454
991	0.01011334279
992	0.01009385087
993	0.01008065127
994	0.01006437632
995	0.01004784392
996	0.01003412165
997	0.01000937031
998	0.00999304866
999	0.009980852725
